title,description,class
X-Men: Days of Future Past,"description: The X-Men send Wolverine to the past in a desperate effort to change history and prevent an event that results in doom for both humans and mutants.; categories: Action,Adventure,Sci-Fi",Pelicula
Jack Reacher: Never Go Back,"description: Jack Reacher must uncover the truth behind a major government conspiracy in order to clear his name. On the run as a fugitive from the law, Reacher uncovers a potential secret from his past that could change his life forever.; categories: Action,Adventure,Crime",Pelicula
Casino Royale,"description: Armed with a licence to kill, Secret Agent James Bond sets out on his first mission as 007 and must defeat a weapons dealer in a high stakes game of poker at Casino Royale, but things are not what they seem.; categories: Action,Adventure,Thriller",Pelicula
Twilight,"description: A teenage girl risks everything when she falls in love with a vampire.; categories: Drama,Fantasy,Romance",Pelicula
Now You See Me 2,"description: The Four Horsemen resurface and are forcibly recruited by a tech genius to pull off their most impossible heist yet.; categories: Action,Adventure,Comedy",Pelicula
Woman in Gold,"description: Maria Altmann, an octogenarian Jewish refugee, takes on the Austrian government to recover artwork she believes rightfully belongs to her family.; categories: Biography,Drama,History",Pelicula
13 Hours,"description: During an attack on a U.S. compound in Libya, a security team struggles to make sense out of the chaos.; categories: Action,Drama,History",Pelicula
Spectre,"description: A cryptic message from Bond's past sends him on a trail to uncover a sinister organization. While M battles political forces to keep the secret service alive, Bond peels back the layers of deceit to reveal the terrible truth behind SPECTRE.; categories: Action,Adventure,Thriller",Pelicula
Nightcrawler,"description: When Louis Bloom, a con man desperate for work, muscles into the world of L.A. crime journalism, he blurs the line between observer and participant to become the star of his own story.; categories: Crime,Drama,Thriller",Pelicula
Kubo and the Two Strings,"description: A young boy named Kubo must locate a magical suit of armour worn by his late father in order to defeat a vengeful spirit from the past.; categories: Animation,Adventure,Family",Pelicula
Beyond the Gates,"description: Two estranged brothers reunite at their missing father's video store and find a VCR board game dubbed 'Beyond The Gates' that holds a connection to their father's disappearance.; categories: Adventure,Horror",Pelicula
Her,"description: A lonely writer develops an unlikely relationship with an operating system designed to meet his every need.; categories: Drama,Romance,Sci-Fi",Pelicula
Frozen,"description: When the newly crowned Queen Elsa accidentally uses her power to turn things into ice to curse her home in infinite winter, her sister, Anna, teams up with a mountain man, his playful reindeer, and a snowman to change the weather condition.; categories: Animation,Adventure,Comedy",Pelicula
Tomorrowland,"description: Bound by a shared destiny, a teen bursting with scientific curiosity and a former boy-genius inventor embark on a mission to unearth the secrets of a place somewhere in time and space that exists in their collective memory.; categories: Action,Adventure,Family",Pelicula
Dawn of the Planet of the Apes,"description: A growing nation of genetically evolved apes led by Caesar is threatened by a band of human survivors of the devastating virus unleashed a decade earlier.; categories: Action,Adventure,Drama",Pelicula
Tropic Thunder,"description: Through a series of freak occurrences, a group of actors shooting a big-budget war movie are forced to become the soldiers they are portraying.; categories: Action,Comedy",Pelicula
The Conjuring 2,"description: Lorraine and Ed Warren travel to north London to help a single mother raising four children alone in a house plagued by a malicious spirit.; categories: Horror,Mystery,Thriller",Pelicula
Ant-Man,"description: Armed with a super-suit with the astonishing ability to shrink in scale but increase in strength, cat burglar Scott Lang must embrace his inner hero and help his mentor, Dr. Hank Pym, plan and pull off a heist that will save the world.; categories: Action,Adventure,Comedy",Pelicula
Bridget Jones's Baby,"description: Bridget's focus on single life and her career is interrupted when she finds herself pregnant, but with one hitch ... she can only be fifty percent sure of the identity of her baby's father.; categories: Comedy,Romance",Pelicula
The VVitch: A New-England Folktale,"description: A family in 1630s New England is torn apart by the forces of witchcraft, black magic and possession.; categories: Horror,Mystery",Pelicula
Cinderella,"description: When her father unexpectedly passes away, young Ella finds herself at the mercy of her cruel stepmother and her scheming step-sisters. Never one to give up hope, Ella's fortunes begin to change after meeting a dashing stranger.; categories: Drama,Family,Fantasy",Pelicula
Realive,"description: Marc (Tom Hughes) is diagnosed with a disease and is given one year left to live. Unable to accept his own end, he decides to freeze his body. Sixty years later, in the year 2084, he ... See full summary »; categories: Sci-Fi",Pelicula
Forushande,"description: While both participating in a production of ""Death of a Salesman,"" a teacher's wife is assaulted in her new home, which leaves him determined to find the perpetrator over his wife's traumatized objections.; categories: Drama,Thriller",Pelicula
Love,"description: Murphy is an American living in Paris who enters a highly sexually and emotionally charged relationship with the unstable Electra. Unaware of the effect it will have on their relationship, they invite their pretty neighbor into their bed.; categories: Drama,Romance",Pelicula
Billy Lynn's Long Halftime Walk,"description: 19-year-old Billy Lynn is brought home for a victory tour after a harrowing Iraq battle. Through flashbacks the film shows what really happened to his squad - contrasting the realities of war with America's perceptions.; categories: Drama,War",Pelicula
Crimson Peak,"description: In the aftermath of a family tragedy, an aspiring author is torn between love for her childhood friend and the temptation of a mysterious outsider. Trying to escape the ghosts of her past, she is swept away to a house that breathes, bleeds - and remembers.; categories: Drama,Fantasy,Horror",Pelicula
Drive,"description: A mysterious Hollywood stuntman and mechanic moonlights as a getaway driver and finds himself in trouble when he helps out his neighbor.; categories: Crime,Drama",Pelicula
Trainwreck,"description: Having thought that monogamy was never possible, a commitment-phobic career woman may have to face her fears when she meets a good guy.; categories: Comedy,Drama,Romance",Pelicula
The Light Between Oceans,"description: A lighthouse keeper and his wife living off the coast of Western Australia raise a baby they rescue from a drifting rowing boat.; categories: Drama,Romance",Pelicula
